id,user_id,source,action,created_at,datapoint_count,question,question_id
45363,ebd4d727-c7f2-4a35-8e7f-4de4e69e5f2d,teaching,question,2025-02-20 12:34:30.796366,10,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45369,ebd4d727-c7f2-4a35-8e7f-4de4e69e5f2d,teaching,question,2025-02-20 12:34:35.258593,10,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
44748,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:27:04.123424,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
44765,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:27:23.960528,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
44827,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:28:17.859571,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
44783,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:27:39.448467,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
44826,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:28:17.755989,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
44851,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:28:35.888841,1,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
44852,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:28:35.889818,1,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus
44898,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:29:22.504587,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
44859,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:28:42.166805,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
44905,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:29:27.614294,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
44948,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:30:13.886685,3,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
44963,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:30:26.656456,3,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
44998,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:30:55.889825,4,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
45016,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:31:07.079128,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45071,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:31:30.678500,5,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45120,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:31:56.936947,6,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45172,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:32:31.294538,7,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45176,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:32:34.444657,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45290,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:33:42.420346,9,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45247,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:33:12.022346,8,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45251,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:33:15.458231,8,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
45294,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:33:46.828422,9,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
45308,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:33:56.796553,9,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics
45309,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:33:56.800733,9,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics
45355,fed1bfbc-0056-4c31-b64c-10e8b4355a61,teaching,question,2025-02-20 12:34:26.038605,10,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45186,d8741ce9-0f71-442f-a225-aca0dd867101,teaching,question,2025-02-20 12:32:37.898725,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
45218,d8741ce9-0f71-442f-a225-aca0dd867101,teaching,question,2025-02-20 12:32:56.196658,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
45229,d8741ce9-0f71-442f-a225-aca0dd867101,teaching,question,2025-02-20 12:33:02.223200,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
45280,d8741ce9-0f71-442f-a225-aca0dd867101,teaching,question,2025-02-20 12:33:36.172447,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45249,d8741ce9-0f71-442f-a225-aca0dd867101,teaching,question,2025-02-20 12:33:13.017550,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
45293,d8741ce9-0f71-442f-a225-aca0dd867101,teaching,question,2025-02-20 12:33:44.649290,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
44818,2e82feef-f9bb-44a1-b46a-ec12e3c40246,teaching,question,2025-02-20 12:28:05.584362,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
44880,2e82feef-f9bb-44a1-b46a-ec12e3c40246,teaching,question,2025-02-20 12:29:05.541025,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45079,2e82feef-f9bb-44a1-b46a-ec12e3c40246,teaching,question,2025-02-20 12:31:33.834346,4,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45148,2e82feef-f9bb-44a1-b46a-ec12e3c40246,teaching,question,2025-02-20 12:32:16.936701,5,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
45149,2e82feef-f9bb-44a1-b46a-ec12e3c40246,teaching,question,2025-02-20 12:32:16.938682,5,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
45328,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:34:10.012910,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
45305,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:33:55.327355,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
45426,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:35:25.905122,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45465,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:36:11.027042,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
45433,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:35:36.514145,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
45464,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:36:10.324095,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
45471,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:36:21.525201,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
45534,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:37:09.282191,2,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
45538,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:37:11.485101,2,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
45690,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:39:08.732826,5,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
45710,5591ae91-9bff-477e-8b1e-d264dba65b5f,teaching,question,2025-02-20 12:39:30.584610,5,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
46340,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:53:43.551770,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
46358,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:54:22.445721,2,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
46362,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:54:25.532571,2,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp
46364,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:54:28.453046,2,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
46337,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:53:34.511876,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
46339,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:53:43.547767,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
46341,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:53:47.998482,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
46359,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:54:22.470946,2,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
46363,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:54:25.539014,2,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp
46365,5ca45ba8-c1d6-488b-95d9-0ffed1f4867c,teaching,question,2025-02-20 12:54:28.457865,2,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
47071,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:14:12.346655,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
47112,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:14:41.660191,1,Why are these the most important attributes?,followupWhyThisFeatureImportant
47143,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:15:01.281713,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
47165,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:15:12.466680,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47214,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:15:38.093072,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47234,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:15:53.504241,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47248,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:01.773584,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
47265,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:12.097058,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47275,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:15.694219,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47277,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:17.035923,1,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus
47294,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:25.189271,1,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47302,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:29.002010,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47266,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:12.136373,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus
47276,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:17.034893,1,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus
47287,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:21.866135,1,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus
47295,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:25.190226,1,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47301,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:27.945687,1,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
47303,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:29.003005,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47311,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:34.043605,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47323,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:38.785775,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47308,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:32.024182,1,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus
47310,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:34.042783,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47320,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:37.586352,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
47324,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:38.787801,1,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus
47342,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:50.108721,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47362,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:00.255881,1,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47341,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:50.106792,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47359,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:16:59.020402,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47363,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:00.256825,1,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47375,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:07.514815,1,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47381,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:08.440827,1,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47394,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:18.389042,1,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47398,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:19.391858,1,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47382,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:08.441675,1,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47397,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:19.353483,1,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47405,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:26.014458,1,How are the values of <b>Work Life Balance</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47416,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:31.807714,1,How are the values of <b>Work Life Balance</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47420,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:33.112360,1,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47438,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:45.609199,1,Why are all these attributes considered?,followupWhyAreTheseFeaturesConsidered
47444,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:50.511154,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47450,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:56.409134,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
47406,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:26.016806,1,How are the values of <b>Work Life Balance</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47419,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:33.110186,1,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47441,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:49.122065,1,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47445,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:50.512098,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp
47451,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:56.410077,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
47453,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:17:59.132673,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
47457,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:01.055029,1,How are the different values of <b>Marital Status</b> <b>distributed</b> in the dataset?,featureStatistics
47472,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:08.985031,1,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
47479,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:15.746732,1,How are the different values of <b>Weekly Working Hours</b> <b>distributed</b> in the dataset?,featureStatistics
47458,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:01.055830,1,How are the different values of <b>Marital Status</b> <b>distributed</b> in the dataset?,featureStatistics
47469,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:08.090063,1,How are the different values of <b>Marital Status</b> <b>distributed</b> in the dataset?,featureStatistics
47471,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:08.984181,1,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
47477,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:14.511668,1,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics
47478,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:15.745792,1,How are the different values of <b>Weekly Working Hours</b> <b>distributed</b> in the dataset?,featureStatistics
47486,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:24.400622,1,How are the different values of <b>Work Life Balance</b> <b>distributed</b> in the dataset?,featureStatistics
47489,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:29.706186,1,How are the different values of <b>Work Life Balance</b> <b>distributed</b> in the dataset?,featureStatistics
47490,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:30.711879,1,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics
47496,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:37.375409,1,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics
47500,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:38.299514,1,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics
47485,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:23.214318,1,How are the different values of <b>Weekly Working Hours</b> <b>distributed</b> in the dataset?,featureStatistics
47487,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:24.402887,1,How are the different values of <b>Work Life Balance</b> <b>distributed</b> in the dataset?,featureStatistics
47491,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:30.714386,1,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics
47499,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:18:38.298264,1,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics
47583,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:19:54.498381,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
47588,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:20:03.642418,3,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47589,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:20:04.931331,3,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
47650,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:21:15.656245,5,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
47694,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:22:05.657915,7,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
47699,d94b16c3-a188-4d16-9e01-d00b75618752,teaching,question,2025-02-20 13:22:13.035382,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45734,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:39:48.855807,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features
45760,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:40:12.533801,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features
45776,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:40:30.687290,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
45810,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:09.826118,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor
45812,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:17.450147,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence
45824,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:27.161388,1,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
45834,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:34.202250,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
45801,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:01.234379,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange
45823,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:27.118474,1,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
45831,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:31.739287,1,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus
45833,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:34.199734,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus
45845,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:41.229106,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
45857,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:49.804611,1,How are the values of <b>Work Life Balance</b> <b>on average</b> associated with the model’s prediction?,globalPdp
45861,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:57.213614,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
45863,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:42:00.941112,1,How are the different values of <b>Age</b> <b>distributed</b> in the dataset?,featureStatistics
45865,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:42:02.588445,1,How are the different values of <b>Marital Status</b> <b>distributed</b> in the dataset?,featureStatistics
45903,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:42:58.020755,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures
45909,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:43:09.026286,2,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp
45844,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:41.223793,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
45852,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:47.275336,1,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp
45856,91cd15c3-69f0-4283-a530-d8765fe68f4a,teaching,question,2025-02-20 12:41:49.800933,1,How are the values of <b>Work Life Balance</b> <b>on average</b> associated with the model’s prediction?,globalPdp
