id,user_id,source,action,created_at,datapoint_count_new,datapoint_count,prediction,true_label,confidence_level,feedback,question,question_id,message,buttonType,user_comment,user_question,feature_id
45678,participant_0075,intro-test,handleNext,2025-02-20 12:38:55.556384,10.0,,,,,,,,,,,,
45680,participant_0075,intro-test,user_prediction,2025-02-20 12:39:01.425124,,10.0,under 50k,under 50k,3,,,,,,,,
45682,participant_0118,final-test,user_prediction,2025-02-20 12:39:02.116637,,7.0,over 50k,over 50k,2,Married and has a professional job with very good education.,,,,,,,
45606,participant_0105,final-test,user_prediction,2025-02-20 12:38:04.908297,,3.0,under 50k,under 50k,1,High workings hours are a positive but single and made a major investment loss will push the AI to predict income under 50k,,,,,,,
45608,participant_0105,final-test,handleNext,2025-02-20 12:38:05.605684,4.0,,,,,,,,,,,,
45610,participant_0075,intro-test,user_prediction,2025-02-20 12:38:08.087248,,4.0,under 50k,under 50k,2,,,,,,,,
45612,participant_0077,test,handleNext,2025-02-20 12:38:09.577042,9.0,,,,,,,,,,,,
45614,participant_0041,teaching,user_prediction,2025-02-20 12:38:11.705089,,3.0,over 50k,under 50k,,,,,,,,,
45616,participant_0099,teaching,handleNext,2025-02-20 12:38:12.008734,2.0,,,,,,,,,,,,
45618,participant_0041,test,handleNext,2025-02-20 12:38:14.206204,3.0,,,,,,,,,,,,
45620,participant_0051,teaching,handleNext,2025-02-20 12:38:14.418476,4.0,,,,,,,,,,,,
45622,participant_0029,test,handleNext,2025-02-20 12:38:16.918250,1.0,,,,,,,,,,,,
45624,participant_0077,teaching,handleNext,2025-02-20 12:38:18.202259,10.0,,,,,,,,,,,,
45626,participant_0075,intro-test,user_prediction,2025-02-20 12:38:20.886039,,5.0,over 50k,over 50k,1,,,,,,,,
45628,participant_0113,final-test,user_prediction,2025-02-20 12:38:22.410700,,10.0,over 50k,under 50k,0,Due to being single and having high level of education.,,,,,,,
45630,participant_0051,teaching,user_prediction,2025-02-20 12:38:24.067615,,4.0,under 50k,under 50k,,,,,,,,,
45632,participant_0115,teaching,handleNext,2025-02-20 12:38:25.482153,10.0,,,,,,,,,,,,
45634,participant_0103,test,user_prediction,2025-02-20 12:38:26.696342,,2.0,over 50k,over 50k,,,,,,,,,
45636,participant_0103,teaching,handleNext,2025-02-20 12:38:27.258912,3.0,,,,,,,,,,,,
45638,participant_0041,test,user_prediction,2025-02-20 12:38:27.396514,,3.0,over 50k,under 50k,,,,,,,,,
45640,participant_0023,final-test,handleNext,2025-02-20 12:38:27.921210,4.0,,,,,,,,,,,,
45642,participant_0118,final-test,handleNext,2025-02-20 12:38:28.602931,7.0,,,,,,,,,,,,
45644,participant_0075,intro-test,user_prediction,2025-02-20 12:38:29.305155,,6.0,under 50k,over 50k,2,,,,,,,,
45646,participant_0077,test,handleNext,2025-02-20 12:38:30.699636,10.0,,,,,,,,,,,,
45648,participant_0051,teaching,handleNext,2025-02-20 12:38:32.770047,5.0,,,,,,,,,,,,
45650,participant_0115,teaching,user_prediction,2025-02-20 12:38:35.845046,,10.0,under 50k,under 50k,,,,,,,,,
45652,participant_0081,test,user_prediction,2025-02-20 12:38:36.490320,,8.0,over 50k,over 50k,,,,,,,,,
45654,participant_0075,intro-test,user_prediction,2025-02-20 12:38:37.046317,,7.0,under 50k,over 50k,2,,,,,,,,
45656,participant_0081,teaching,handleNext,2025-02-20 12:38:37.455223,9.0,,,,,,,,,,,,
45658,participant_0077,test,user_prediction,2025-02-20 12:38:38.905279,,10.0,over 50k,over 50k,,,,,,,,,
45660,participant_0103,teaching,user_prediction,2025-02-20 12:38:39.756344,,3.0,under 50k,under 50k,,,,,,,,,
45662,participant_0103,teaching,proceeding_stop,2025-02-20 12:38:41.185018,,3.0,,,,,,,"{'feedback': True, 'followup': None, 'id': 'c7388e31-5126-4489-94ea-b0d1c7e5c3b5', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45664,participant_0103,test,handleNext,2025-02-20 12:38:44.239864,3.0,,,,,,,,,,,,
45666,participant_0081,teaching,question,2025-02-20 12:38:44.927415,,9.0,,,,,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,,
45668,participant_0075,intro-test,handleNext,2025-02-20 12:38:48.938333,9.0,,,,,,,,,,,,
45670,participant_0103,test,user_prediction,2025-02-20 12:38:50.897184,,3.0,over 50k,under 50k,,,,,,,,,
45673,participant_0041,teaching,handleNext,2025-02-20 12:38:53.867223,5.0,,,,,,,,,,,,
45675,participant_0075,intro-test,user_prediction,2025-02-20 12:38:54.485061,,9.0,over 50k,over 50k,1,,,,,,,,
45677,participant_0051,teaching,question,2025-02-20 12:38:54.758593,,5.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,,
45679,participant_0041,teaching,user_prediction,2025-02-20 12:38:58.143230,,5.0,under 50k,over 50k,,,,,,,,,
45681,participant_0075,teaching,handleNext,2025-02-20 12:39:01.486831,1.0,,,,,,,,,,,,
45683,participant_0118,final-test,handleNext,2025-02-20 12:39:02.805850,8.0,,,,,,,,,,,,
45685,participant_0115,teaching,question,2025-02-20 12:39:03.352873,,10.0,,,,,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,,
45687,participant_0105,final-test,user_prediction,2025-02-20 12:39:04.987910,,5.0,over 50k,over 50k,1,"High hours, married, high age but made a loss.  On balance potentially could go either way",,,,,,,
45688,participant_0105,final-test,handleNext,2025-02-20 12:39:05.610892,6.0,,,,,,,,,,,,
45689,participant_0103,test,handleNext,2025-02-20 12:39:07.506381,4.0,,,,,,,,,,,,
45686,participant_0103,teaching,proceeding_stop,2025-02-20 12:39:04.413033,,4.0,,,,,,,"{'feedback': True, 'followup': None, 'id': '28caa554-0f6e-4bfd-a7ca-f3aac1a5d4b5', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45690,participant_0041,teaching,question,2025-02-20 12:39:08.732826,,5.0,,,,,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,,
45692,participant_0103,teaching,handleNext,2025-02-20 12:39:14.672181,5.0,,,,,,,,,,,,
45694,participant_0023,final-test,handleNext,2025-02-20 12:39:18.771048,5.0,,,,,,,,,,,,
45696,participant_0115,teaching,question,2025-02-20 12:39:21.553088,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,,
45698,participant_0029,teaching,handleNext,2025-02-20 12:39:21.637116,2.0,,,,,,,,,,,,
45700,participant_0118,final-test,handleNext,2025-02-20 12:39:23.284420,9.0,,,,,,,,,,,,
45702,participant_0115,teaching,question,2025-02-20 12:39:24.757727,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,,
45704,participant_0115,teaching,question,2025-02-20 12:39:25.624289,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45707,participant_0115,teaching,question,2025-02-20 12:39:29.027260,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,,
45709,participant_0077,final-test,user_prediction,2025-02-20 12:39:30.433506,,1.0,over 50k,over 50k,4,Investment outcome ,,,,,,,
45711,participant_0115,teaching,question,2025-02-20 12:39:31.360065,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,,
45712,participant_0077,final-test,handleNext,2025-02-20 12:39:31.735142,2.0,,,,,,,,,,,,
45714,participant_0115,teaching,question,2025-02-20 12:39:32.182534,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,,
45716,participant_0115,teaching,question,2025-02-20 12:39:34.651379,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,,
45718,participant_0105,final-test,handleNext,2025-02-20 12:39:35.365364,7.0,,,,,,,,,,,,
45720,participant_0115,teaching,question,2025-02-20 12:39:35.584497,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,,
45722,participant_0041,test,handleNext,2025-02-20 12:39:36.626307,5.0,,,,,,,,,,,,
45724,participant_0103,test,user_prediction,2025-02-20 12:39:37.959986,,5.0,over 50k,over 50k,,,,,,,,,
45726,participant_0115,teaching,question,2025-02-20 12:39:38.713433,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,,
45729,participant_0115,teaching,question,2025-02-20 12:39:42.190800,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,,
45731,participant_0041,test,user_prediction,2025-02-20 12:39:44.335175,,5.0,over 50k,over 50k,,,,,,,,,
45733,participant_0081,test,handleNext,2025-02-20 12:39:46.390259,9.0,,,,,,,,,,,,
45735,participant_0118,final-test,user_prediction,2025-02-20 12:39:49.670662,,9.0,over 50k,over 50k,4,Major gain in investment and high education level,,,,,,,
45737,participant_0118,final-test,handleNext,2025-02-20 12:39:50.319815,10.0,,,,,,,,,,,,
45739,participant_0059,intro-test,handleNext,2025-02-20 12:39:52.663852,2.0,,,,,,,,,,,,
45741,participant_0103,teaching,proceeding_stop,2025-02-20 12:39:53.376673,,6.0,,,,,,,"{'feedback': True, 'followup': None, 'id': '82fd1f32-ba69-4d9b-851c-a7a73c8243fd', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45743,participant_0041,test,handleNext,2025-02-20 12:39:55.321327,6.0,,,,,,,,,,,,
45745,participant_0023,final-test,handleNext,2025-02-20 12:39:58.642935,6.0,,,,,,,,,,,,
45747,participant_0103,test,handleNext,2025-02-20 12:39:59.101925,6.0,,,,,,,,,,,,
45749,participant_0041,test,user_prediction,2025-02-20 12:40:01.694658,,6.0,under 50k,under 50k,,,,,,,,,
45751,participant_0081,teaching,user_prediction,2025-02-20 12:40:04.140342,,10.0,under 50k,under 50k,,,,,,,,,
45753,participant_0081,teaching,question,2025-02-20 12:40:05.974390,,10.0,,,,,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,,
45755,participant_0103,test,user_prediction,2025-02-20 12:40:07.211474,,6.0,under 50k,under 50k,,,,,,,,,
45757,participant_0041,test,handleNext,2025-02-20 12:40:09.062160,7.0,,,,,,,,,,,,
45759,participant_0051,teaching,handleNext,2025-02-20 12:40:10.983480,6.0,,,,,,,,,,,,
45761,participant_0115,teaching,question,2025-02-20 12:40:15.269735,,10.0,,,,,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,,
45691,participant_0103,test,user_prediction,2025-02-20 12:39:13.640346,,4.0,over 50k,over 50k,,,,,,,,,
45693,participant_0023,final-test,user_prediction,2025-02-20 12:39:18.223309,,4.0,under 50k,under 50k,3,"education age, loss in investment",,,,,,,
45695,participant_0029,test,user_prediction,2025-02-20 12:39:21.538944,,1.0,over 50k,over 50k,,,,,,,,,
45697,participant_0115,teaching,question,2025-02-20 12:39:21.553322,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,,
45699,participant_0118,final-test,user_prediction,2025-02-20 12:39:22.510153,,8.0,under 50k,under 50k,1,Blue collar and no investment,,,,,,,
45701,participant_0103,teaching,user_prediction,2025-02-20 12:39:24.370641,,5.0,over 50k,over 50k,,,,,,,,,
45703,participant_0115,teaching,question,2025-02-20 12:39:25.473131,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45705,participant_0103,teaching,proceeding_stop,2025-02-20 12:39:26.752275,,5.0,,,,,,,"{'feedback': True, 'followup': None, 'id': '6a174e91-79a1-45c3-bac2-ffeb75cb02c9', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45706,participant_0115,teaching,question,2025-02-20 12:39:28.246119,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45708,participant_0115,teaching,question,2025-02-20 12:39:29.028124,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,,
45710,participant_0041,teaching,question,2025-02-20 12:39:30.584610,,5.0,,,,,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,,
45713,participant_0115,teaching,question,2025-02-20 12:39:32.181561,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,,
45715,participant_0103,test,handleNext,2025-02-20 12:39:32.214052,5.0,,,,,,,,,,,,
45717,participant_0105,final-test,user_prediction,2025-02-20 12:39:34.772560,,6.0,over 50k,over 50k,2,"Age, married, hours and investment outcome all favour income over 50k for machine",,,,,,,
45719,participant_0115,teaching,question,2025-02-20 12:39:35.583537,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,,
45721,participant_0075,teaching,user_prediction,2025-02-20 12:39:36.374740,,1.0,under 50k,over 50k,,,,,,,,,
45723,participant_0115,teaching,question,2025-02-20 12:39:37.822277,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,,
45725,participant_0103,teaching,handleNext,2025-02-20 12:39:38.523929,6.0,,,,,,,,,,,,
45727,participant_0115,teaching,question,2025-02-20 12:39:38.723400,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,,
45728,participant_0115,teaching,question,2025-02-20 12:39:41.172746,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,,
45730,participant_0115,teaching,question,2025-02-20 12:39:42.195710,,10.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,,
45732,participant_0041,teaching,handleNext,2025-02-20 12:39:44.419096,6.0,,,,,,,,,,,,
45734,participant_0075,teaching,question,2025-02-20 12:39:48.855807,,1.0,,,,,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,,
45736,participant_0103,teaching,user_prediction,2025-02-20 12:39:50.253838,,6.0,over 50k,over 50k,,,,,,,,,
45738,participant_0059,intro-test,user_prediction,2025-02-20 12:39:52.135477,,1.0,under 50k,over 50k,2,,,,,,,,
45740,participant_0041,teaching,user_prediction,2025-02-20 12:39:52.802572,,6.0,over 50k,over 50k,,,,,,,,,
45742,participant_0051,test,handleNext,2025-02-20 12:39:54.340323,5.0,,,,,,,,,,,,
45744,participant_0023,final-test,user_prediction,2025-02-20 12:39:58.099348,,5.0,over 50k,over 50k,3,"Age, married, education, money to invest",,,,,,,
45746,participant_0081,test,user_prediction,2025-02-20 12:39:59.047696,,9.0,over 50k,over 50k,,,,,,,,,
45748,participant_0081,teaching,handleNext,2025-02-20 12:39:59.682501,10.0,,,,,,,,,,,,
45750,participant_0041,teaching,handleNext,2025-02-20 12:40:01.782559,7.0,,,,,,,,,,,,
45752,participant_0118,final-test,user_prediction,2025-02-20 12:40:05.805870,,10.0,under 50k,under 50k,4,Low age and no investment,,,,,,,
45754,participant_0041,teaching,user_prediction,2025-02-20 12:40:06.782711,,7.0,over 50k,over 50k,,,,,,,,,
45756,participant_0103,teaching,handleNext,2025-02-20 12:40:07.765661,7.0,,,,,,,,,,,,
45758,participant_0051,test,user_prediction,2025-02-20 12:40:10.840390,,5.0,over 50k,over 50k,,,,,,,,,
45760,participant_0075,teaching,question,2025-02-20 12:40:12.533801,,1.0,,,,,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,,
45762,participant_0051,teaching,user_prediction,2025-02-20 12:40:18.056661,,6.0,over 50k,over 50k,,,,,,,,,
45764,participant_0041,test,user_prediction,2025-02-20 12:40:19.130332,,7.0,over 50k,over 50k,,,,,,,,,
45766,participant_0077,final-test,user_prediction,2025-02-20 12:40:20.492812,,2.0,under 50k,under 50k,3,The working hour and occupation,,,,,,,
45768,participant_0103,teaching,proceeding_stop,2025-02-20 12:40:21.412878,,7.0,,,,,,,"{'feedback': True, 'followup': None, 'id': '2a354f61-58b2-47a5-8089-621fedefaf8e', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45770,participant_0103,test,handleNext,2025-02-20 12:40:23.624376,7.0,,,,,,,,,,,,
45772,participant_0115,test,handleNext,2025-02-20 12:40:28.333182,10.0,,,,,,,,,,,,
45774,participant_0041,test,handleNext,2025-02-20 12:40:29.870100,8.0,,,,,,,,,,,,
45776,participant_0075,teaching,question,2025-02-20 12:40:30.687290,,1.0,,,,,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,,
45779,participant_0041,test,user_prediction,2025-02-20 12:40:36.283476,,8.0,under 50k,over 50k,,,,,,,,,
45781,participant_0041,teaching,user_prediction,2025-02-20 12:40:42.526298,,9.0,over 50k,over 50k,,,,,,,,,
45783,participant_0023,final-test,handleNext,2025-02-20 12:40:44.256818,7.0,,,,,,,,,,,,
45785,participant_0051,teaching,handleNext,2025-02-20 12:40:45.672572,7.0,,,,,,,,,,,,
45787,participant_0105,final-test,user_prediction,2025-02-20 12:40:48.216574,,8.0,over 50k,under 50k,2,Unsure!,,,,,,,
45788,participant_0105,final-test,handleNext,2025-02-20 12:40:48.862646,9.0,,,,,,,,,,,,
45790,participant_0051,teaching,user_prediction,2025-02-20 12:40:52.284072,,7.0,over 50k,over 50k,,,,,,,,,
45792,participant_0041,teaching,handleNext,2025-02-20 12:40:52.475784,10.0,,,,,,,,,,,,
45794,participant_0051,test,handleNext,2025-02-20 12:40:54.910290,7.0,,,,,,,,,,,,
45796,participant_0041,teaching,user_prediction,2025-02-20 12:40:57.301987,,10.0,under 50k,under 50k,,,,,,,,,
45798,participant_0077,final-test,handleNext,2025-02-20 12:40:58.777766,4.0,,,,,,,,,,,,
45800,participant_0081,test,handleNext,2025-02-20 12:40:59.255578,10.0,,,,,,,,,,,,
45802,participant_0103,test,user_prediction,2025-02-20 12:41:03.118986,,8.0,over 50k,over 50k,,,,,,,,,
45804,participant_0041,test,user_prediction,2025-02-20 12:41:05.259935,,10.0,under 50k,over 50k,,,,,,,,,
45806,participant_0105,final-test,user_prediction,2025-02-20 12:41:08.236342,,9.0,over 50k,over 50k,3,Major investment positive and working good hours coupled with age,,,,,,,
45808,participant_0051,test,user_prediction,2025-02-20 12:41:09.235398,,7.0,under 50k,over 50k,,,,,,,,,
45810,participant_0075,teaching,question,2025-02-20 12:41:09.826118,,1.0,,,,,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,,
45812,participant_0075,teaching,question,2025-02-20 12:41:17.450147,,1.0,,,,,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,,
45814,participant_0086,teaching,user_prediction,2025-02-20 12:41:19.932995,,2.0,I don't know,under 50k,,,,,,,,,
45816,participant_0103,teaching,proceeding_stop,2025-02-20 12:41:20.862203,,9.0,,,,,,,"{'feedback': True, 'followup': None, 'id': 'f7b2150c-26ef-44f9-8a23-e60e99ca34f0', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45818,participant_0105,final-test,user_prediction,2025-02-20 12:41:22.683743,,10.0,under 50k,under 50k,2,"Young, single, no investment all negative factors",,,,,,,
45820,participant_0115,test,user_prediction,2025-02-20 12:41:24.835758,,10.0,over 50k,over 50k,,,,,,,,,
45822,participant_0115,final-test,handleNext,2025-02-20 12:41:25.632057,1.0,,,,,,,,,,,,
45824,participant_0075,teaching,question,2025-02-20 12:41:27.161388,,1.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45826,participant_0103,test,user_prediction,2025-02-20 12:41:27.488548,,9.0,over 50k,over 50k,,,,,,,,,
45828,participant_0086,teaching,question,2025-02-20 12:41:28.172988,,2.0,,,,,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,,
45830,participant_0086,teaching,question,2025-02-20 12:41:31.563718,,2.0,,,,,Why are all these attributes considered?,followupWhyAreTheseFeaturesConsidered,,,,,
45832,participant_0051,teaching,user_prediction,2025-02-20 12:41:32.372555,,9.0,over 50k,over 50k,,,,,,,,,
45834,participant_0075,teaching,question,2025-02-20 12:41:34.202250,,1.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,,
45763,participant_0103,teaching,user_prediction,2025-02-20 12:40:18.800924,,7.0,under 50k,over 50k,,,,,,,,,
45765,participant_0041,teaching,handleNext,2025-02-20 12:40:19.304391,8.0,,,,,,,,,,,,
45767,participant_0051,test,handleNext,2025-02-20 12:40:20.626579,6.0,,,,,,,,,,,,
45769,participant_0077,final-test,handleNext,2025-02-20 12:40:21.694922,3.0,,,,,,,,,,,,
45771,participant_0041,teaching,user_prediction,2025-02-20 12:40:27.403646,,8.0,over 50k,under 50k,,,,,,,,,
45773,participant_0103,test,user_prediction,2025-02-20 12:40:29.867650,,7.0,under 50k,over 50k,,,,,,,,,
45775,participant_0103,teaching,handleNext,2025-02-20 12:40:30.574937,8.0,,,,,,,,,,,,
45777,participant_0105,final-test,user_prediction,2025-02-20 12:40:35.223638,,7.0,under 50k,over 50k,1,"Major loss, under 36 but married and high working hours.  Really unsure of this one",,,,,,,
45778,participant_0105,final-test,handleNext,2025-02-20 12:40:35.821871,8.0,,,,,,,,,,,,
45780,participant_0041,teaching,handleNext,2025-02-20 12:40:36.368144,9.0,,,,,,,,,,,,
45782,participant_0023,final-test,user_prediction,2025-02-20 12:40:43.711374,,6.0,over 50k,over 50k,3,"married, college education, military, investment gain",,,,,,,
45784,participant_0051,test,user_prediction,2025-02-20 12:40:45.290522,,6.0,over 50k,under 50k,,,,,,,,,
45786,participant_0041,test,handleNext,2025-02-20 12:40:46.483241,9.0,,,,,,,,,,,,
45789,participant_0103,teaching,user_prediction,2025-02-20 12:40:50.380020,,8.0,under 50k,under 50k,,,,,,,,,
45791,participant_0041,test,user_prediction,2025-02-20 12:40:52.392585,,9.0,over 50k,over 50k,,,,,,,,,
45793,participant_0103,teaching,proceeding_stop,2025-02-20 12:40:52.874434,,8.0,,,,,,,"{'feedback': True, 'followup': None, 'id': '889b79da-a0e3-47a8-83d0-f7d41e968747', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45795,participant_0103,test,handleNext,2025-02-20 12:40:56.091332,8.0,,,,,,,,,,,,
45797,participant_0077,final-test,user_prediction,2025-02-20 12:40:57.446634,,3.0,over 50k,under 50k,1,education level and working hours weekly,,,,,,,
45799,participant_0041,test,handleNext,2025-02-20 12:40:59.110588,10.0,,,,,,,,,,,,
45801,participant_0075,teaching,question,2025-02-20 12:41:01.234379,,1.0,,,,,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,,
45803,participant_0103,teaching,handleNext,2025-02-20 12:41:03.894226,9.0,,,,,,,,,,,,
45805,participant_0041,final-test,handleNext,2025-02-20 12:41:05.858070,1.0,,,,,,,,,,,,
45807,participant_0105,final-test,handleNext,2025-02-20 12:41:08.937644,10.0,,,,,,,,,,,,
45809,participant_0051,teaching,handleNext,2025-02-20 12:41:09.358196,8.0,,,,,,,,,,,,
45811,participant_0103,teaching,user_prediction,2025-02-20 12:41:16.458389,,9.0,over 50k,over 50k,,,,,,,,,
45813,participant_0051,teaching,user_prediction,2025-02-20 12:41:18.785076,,8.0,under 50k,under 50k,,,,,,,,,
45815,participant_0051,test,handleNext,2025-02-20 12:41:20.764799,8.0,,,,,,,,,,,,
45817,participant_0103,teaching,proceeding_stop,2025-02-20 12:41:21.232651,,9.0,,,,,,,"{'feedback': True, 'followup': None, 'id': '77a0fc1b-5789-402e-86b4-2cc197764c29', 'isUser': False, 'reasoning': '', 'text': 'Already want to proceed? You could ask about the most or least important attribute,the influences of features or about which changes would lead to a different prediction...'}",,,,
45819,participant_0103,test,handleNext,2025-02-20 12:41:23.727188,9.0,,,,,,,,,,,,
45821,participant_0086,teaching,question,2025-02-20 12:41:25.597556,,2.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45823,participant_0075,teaching,question,2025-02-20 12:41:27.118474,,1.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45825,participant_0051,test,user_prediction,2025-02-20 12:41:27.358164,,8.0,over 50k,over 50k,,,,,,,,,
45827,participant_0051,teaching,handleNext,2025-02-20 12:41:27.559785,9.0,,,,,,,,,,,,
45829,participant_0103,teaching,handleNext,2025-02-20 12:41:28.204484,10.0,,,,,,,,,,,,
45831,participant_0075,teaching,question,2025-02-20 12:41:31.739287,,1.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,,
45833,participant_0075,teaching,question,2025-02-20 12:41:34.199734,,1.0,,,,,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,,
45835,participant_0051,test,handleNext,2025-02-20 12:41:34.516356,9.0,,,,,,,,,,,,
45838,participant_0077,final-test,user_prediction,2025-02-20 12:41:35.618644,,4.0,under 50k,under 50k,1,The investment outcome,,,,,,,
45840,participant_0103,teaching,user_prediction,2025-02-20 12:41:37.439442,,10.0,under 50k,under 50k,,,,,,,,,
45842,participant_0051,test,user_prediction,2025-02-20 12:41:39.894350,,9.0,over 50k,over 50k,,,,,,,,,
46143,participant_0103,final-test,handleNext,2025-02-20 12:49:07.467993,8.0,,,,,,,,,,,,
45836,participant_0086,teaching,question,2025-02-20 12:41:34.957792,,2.0,,,,,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,,
45837,participant_0086,teaching,question,2025-02-20 12:41:35.195877,,2.0,,,,,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,,
45839,participant_0077,final-test,handleNext,2025-02-20 12:41:37.162748,5.0,,,,,,,,,,,,
45841,participant_0086,test,handleNext,2025-02-20 12:41:38.762326,2.0,,,,,,,,,,,,
45843,participant_0051,teaching,handleNext,2025-02-20 12:41:40.019843,10.0,,,,,,,,,,,,
45845,participant_0075,teaching,question,2025-02-20 12:41:41.229106,,1.0,,,,,How are the values of <b>Age</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,,
45847,participant_0086,test,user_prediction,2025-02-20 12:41:42.217397,,2.0,over 50k,over 50k,,,,,,,,,
45849,participant_0103,test,handleNext,2025-02-20 12:41:44.505503,10.0,,,,,,,,,,,,
45851,participant_0023,final-test,user_prediction,2025-02-20 12:41:46.595351,,7.0,over 50k,over 50k,2,"Married even though young, good education, invests even if a loss",,,,,,,
45853,participant_0023,final-test,handleNext,2025-02-20 12:41:47.400773,8.0,,,,,,,,,,,,
45855,participant_0103,test,user_prediction,2025-02-20 12:41:48.707278,,10.0,over 50k,over 50k,,,,,,,,,
45857,participant_0075,teaching,question,2025-02-20 12:41:49.804611,,1.0,,,,,How are the values of <b>Work Life Balance</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,,
