id,user_id,source,action,created_at,datapoint_count,question,question_id,typed_question,feature_id,text,reasoning
46545,participant_0059,teaching,question,2025-02-20 12:59:37.087823,6,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
46546,participant_0059,teaching,question,2025-02-20 12:59:37.090296,6,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
46554,participant_0059,teaching,question,2025-02-20 13:00:15.499671,7,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
46555,participant_0059,teaching,question,2025-02-20 13:00:15.505378,7,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
46559,participant_0059,teaching,question,2025-02-20 13:00:24.645913,7,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
46560,participant_0059,teaching,question,2025-02-20 13:00:24.650078,7,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
46561,participant_0059,teaching,question,2025-02-20 13:00:39.070193,7,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
46562,participant_0059,teaching,question,2025-02-20 13:00:39.076112,7,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44158,participant_0107,teaching,question,2025-02-20 12:18:12.053059,1,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44127,participant_0107,teaching,question,2025-02-20 12:17:51.165414,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44215,participant_0107,teaching,question,2025-02-20 12:19:13.347408,1,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44227,participant_0107,teaching,question,2025-02-20 12:19:31.118851,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44233,participant_0107,teaching,question,2025-02-20 12:19:39.186884,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44179,participant_0107,teaching,question,2025-02-20 12:18:28.262597,1,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
44232,participant_0107,teaching,question,2025-02-20 12:19:39.154245,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44302,participant_0107,teaching,question,2025-02-20 12:20:50.167076,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
44324,participant_0107,teaching,question,2025-02-20 12:21:08.592228,2,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44273,participant_0107,teaching,question,2025-02-20 12:20:19.898214,2,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44289,participant_0107,teaching,question,2025-02-20 12:20:38.115092,2,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44323,participant_0107,teaching,question,2025-02-20 12:21:08.591319,2,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44342,participant_0107,teaching,question,2025-02-20 12:21:22.229728,2,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44392,participant_0107,teaching,question,2025-02-20 12:22:00.704316,3,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44343,participant_0107,teaching,question,2025-02-20 12:21:22.232381,2,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44430,participant_0107,teaching,question,2025-02-20 12:22:30.202619,3,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44454,participant_0107,teaching,question,2025-02-20 12:22:45.092634,3,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44464,participant_0107,teaching,question,2025-02-20 12:22:53.065469,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
44522,participant_0107,teaching,question,2025-02-20 12:23:44.915553,3,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44577,participant_0107,teaching,question,2025-02-20 12:24:28.909773,4,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44521,participant_0107,teaching,question,2025-02-20 12:23:44.816600,3,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44576,participant_0107,teaching,question,2025-02-20 12:24:28.908974,4,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44585,participant_0107,teaching,question,2025-02-20 12:24:33.492239,4,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44593,participant_0107,teaching,question,2025-02-20 12:24:38.463238,4,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44607,participant_0107,teaching,question,2025-02-20 12:24:48.093722,4,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44635,participant_0107,teaching,question,2025-02-20 12:25:13.747635,5,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44646,participant_0107,teaching,question,2025-02-20 12:25:27.483523,5,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44584,participant_0107,teaching,question,2025-02-20 12:24:33.491301,4,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44592,participant_0107,teaching,question,2025-02-20 12:24:38.460118,4,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44606,participant_0107,teaching,question,2025-02-20 12:24:48.092832,4,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44634,participant_0107,teaching,question,2025-02-20 12:25:06.010676,5,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44645,participant_0107,teaching,question,2025-02-20 12:25:27.480042,5,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44657,participant_0107,teaching,question,2025-02-20 12:25:34.989763,5,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44672,participant_0107,teaching,question,2025-02-20 12:25:48.709342,5,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44694,participant_0107,teaching,question,2025-02-20 12:26:08.900836,5,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44705,participant_0107,teaching,question,2025-02-20 12:26:22.236300,5,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44656,participant_0107,teaching,question,2025-02-20 12:25:34.987199,5,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44671,participant_0107,teaching,question,2025-02-20 12:25:48.708546,5,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44693,participant_0107,teaching,question,2025-02-20 12:26:08.900184,5,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44706,participant_0107,teaching,question,2025-02-20 12:26:22.237204,5,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44729,participant_0107,teaching,question,2025-02-20 12:26:47.721162,6,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44745,participant_0107,teaching,question,2025-02-20 12:26:59.312733,6,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44746,participant_0107,teaching,question,2025-02-20 12:26:59.313616,6,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44749,participant_0107,teaching,question,2025-02-20 12:27:08.711762,6,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44750,participant_0107,teaching,question,2025-02-20 12:27:08.712521,6,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44758,participant_0107,teaching,question,2025-02-20 12:27:16.432681,6,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44759,participant_0107,teaching,question,2025-02-20 12:27:16.433592,6,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44764,participant_0107,teaching,question,2025-02-20 12:27:23.650759,6,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44767,participant_0107,teaching,question,2025-02-20 12:27:29.637517,6,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44768,participant_0107,teaching,question,2025-02-20 12:27:29.693514,6,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44796,participant_0107,teaching,question,2025-02-20 12:27:49.304225,7,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44802,participant_0107,teaching,question,2025-02-20 12:27:54.351409,7,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44810,participant_0107,teaching,question,2025-02-20 12:27:59.417569,7,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44823,participant_0107,teaching,question,2025-02-20 12:28:14.603904,7,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44839,participant_0107,teaching,question,2025-02-20 12:28:25.602580,7,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44803,participant_0107,teaching,question,2025-02-20 12:27:54.352282,7,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44811,participant_0107,teaching,question,2025-02-20 12:27:59.418460,7,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44824,participant_0107,teaching,question,2025-02-20 12:28:14.606836,7,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44830,participant_0107,teaching,question,2025-02-20 12:28:19.619175,7,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44840,participant_0107,teaching,question,2025-02-20 12:28:25.603735,7,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44847,participant_0107,teaching,question,2025-02-20 12:28:33.976847,7,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44846,participant_0107,teaching,question,2025-02-20 12:28:33.976010,7,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44876,participant_0107,teaching,question,2025-02-20 12:29:01.834840,8,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44884,participant_0107,teaching,question,2025-02-20 12:29:10.014424,8,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44894,participant_0107,teaching,question,2025-02-20 12:29:14.963672,8,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44904,participant_0107,teaching,question,2025-02-20 12:29:27.491351,8,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
44910,participant_0107,teaching,question,2025-02-20 12:29:40.154550,8,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44883,participant_0107,teaching,question,2025-02-20 12:29:10.008543,8,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44893,participant_0107,teaching,question,2025-02-20 12:29:14.962853,8,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44903,participant_0107,teaching,question,2025-02-20 12:29:27.490421,8,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
44915,participant_0107,teaching,question,2025-02-20 12:29:49.941980,8,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44921,participant_0107,teaching,question,2025-02-20 12:29:54.545849,8,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44916,participant_0107,teaching,question,2025-02-20 12:29:49.942925,8,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44922,participant_0107,teaching,question,2025-02-20 12:29:54.554121,8,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
44949,participant_0107,teaching,question,2025-02-20 12:30:14.112312,9,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44955,participant_0107,teaching,question,2025-02-20 12:30:19.162106,9,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44968,participant_0107,teaching,question,2025-02-20 12:30:31.554084,9,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44977,participant_0107,teaching,question,2025-02-20 12:30:40.955032,9,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
44954,participant_0107,teaching,question,2025-02-20 12:30:19.161316,9,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44969,participant_0107,teaching,question,2025-02-20 12:30:31.555120,9,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44978,participant_0107,teaching,question,2025-02-20 12:30:40.955934,9,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
45047,participant_0107,teaching,question,2025-02-20 12:31:20.944942,10,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
45059,participant_0107,teaching,question,2025-02-20 12:31:25.154040,10,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
45069,participant_0107,teaching,question,2025-02-20 12:31:29.636313,10,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
45060,participant_0107,teaching,question,2025-02-20 12:31:25.155879,10,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
45068,participant_0107,teaching,question,2025-02-20 12:31:29.635437,10,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
45088,participant_0107,teaching,question,2025-02-20 12:31:34.965132,10,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
45100,participant_0107,teaching,question,2025-02-20 12:31:41.311333,10,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
45103,participant_0107,teaching,question,2025-02-20 12:31:46.163758,10,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
45106,participant_0107,teaching,question,2025-02-20 12:31:50.509200,10,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
45087,participant_0107,teaching,question,2025-02-20 12:31:34.964250,10,Does the <b>prediction of the current person change</b> if only <b>Age</b> was different?,ceterisParibus,,,,
45091,participant_0107,teaching,question,2025-02-20 12:31:37.323045,10,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
45099,participant_0107,teaching,question,2025-02-20 12:31:41.310441,10,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
45104,participant_0107,teaching,question,2025-02-20 12:31:46.164632,10,Does the <b>prediction of the current person change</b> if only <b>Weekly Working Hours</b> was different?,ceterisParibus,,,,
45105,participant_0107,teaching,question,2025-02-20 12:31:50.508326,10,Does the <b>prediction of the current person change</b> if only <b>Investment Outcome</b> was different?,ceterisParibus,,,,
44051,participant_0003,teaching,question,2025-02-20 12:16:39.075165,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44052,participant_0003,teaching,question,2025-02-20 12:16:39.119666,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44093,participant_0003,teaching,question,2025-02-20 12:17:18.494501,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
44164,participant_0003,teaching,question,2025-02-20 12:18:19.571340,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44094,participant_0003,teaching,question,2025-02-20 12:17:18.549466,1,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
44165,participant_0003,teaching,question,2025-02-20 12:18:19.608692,2,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44286,participant_0003,teaching,question,2025-02-20 12:20:29.381247,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44300,participant_0003,teaching,question,2025-02-20 12:20:46.322697,5,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44287,participant_0003,teaching,question,2025-02-20 12:20:29.404113,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44260,participant_0024,teaching,question,2025-02-20 12:20:03.504501,1,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
44264,participant_0024,teaching,question,2025-02-20 12:20:08.858858,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44270,participant_0024,teaching,question,2025-02-20 12:20:13.444137,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44272,participant_0024,teaching,question,2025-02-20 12:20:19.856652,1,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44310,participant_0024,teaching,question,2025-02-20 12:20:56.847797,2,Which <b>group of attributes</b> is most important for <b>for this person</b>?,anchor,,,,
44314,participant_0024,teaching,question,2025-02-20 12:21:01.096590,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44320,participant_0024,teaching,question,2025-02-20 12:21:04.754699,2,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
44265,participant_0024,teaching,question,2025-02-20 12:20:08.859885,1,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44269,participant_0024,teaching,question,2025-02-20 12:20:13.442899,1,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44307,participant_0024,teaching,question,2025-02-20 12:20:54.175827,2,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
44319,participant_0024,teaching,question,2025-02-20 12:21:04.753737,2,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
44325,participant_0024,teaching,question,2025-02-20 12:21:10.842118,2,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44326,participant_0024,teaching,question,2025-02-20 12:21:10.843188,2,How are the values of <b>Education Level</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44336,participant_0024,teaching,question,2025-02-20 12:21:16.442191,2,How are the different values of <b>Marital Status</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44368,participant_0024,teaching,question,2025-02-20 12:21:40.719892,3,What is the <b>strength</b> of each attribute for the <b>this model prediction</b>?,shapAllFeatures,,,,
44378,participant_0024,teaching,question,2025-02-20 12:21:49.002454,3,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44390,participant_0024,teaching,question,2025-02-20 12:21:56.913797,3,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
44396,participant_0024,teaching,question,2025-02-20 12:22:02.235293,3,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44402,participant_0024,teaching,question,2025-02-20 12:22:06.097175,3,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44337,participant_0024,teaching,question,2025-02-20 12:21:16.443129,2,How are the different values of <b>Marital Status</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44389,participant_0024,teaching,question,2025-02-20 12:21:56.911759,3,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
44395,participant_0024,teaching,question,2025-02-20 12:22:02.233772,3,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44401,participant_0024,teaching,question,2025-02-20 12:22:06.096337,3,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44427,participant_0024,teaching,question,2025-02-20 12:22:27.865525,4,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
44431,participant_0024,teaching,question,2025-02-20 12:22:30.417229,4,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44439,participant_0024,teaching,question,2025-02-20 12:22:33.178333,4,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44471,participant_0024,teaching,question,2025-02-20 12:23:01.609587,5,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44479,participant_0024,teaching,question,2025-02-20 12:23:05.610692,5,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44428,participant_0024,teaching,question,2025-02-20 12:22:27.866656,4,Does the <b>prediction of the current person change</b> if only <b>Work Life Balance</b> was different?,ceterisParibus,,,,
44432,participant_0024,teaching,question,2025-02-20 12:22:30.418255,4,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44438,participant_0024,teaching,question,2025-02-20 12:22:33.177405,4,How are the different values of <b>Investment Outcome</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44472,participant_0024,teaching,question,2025-02-20 12:23:01.610554,5,Does the <b>prediction of the current person change</b> if only <b>Marital Status</b> was different?,ceterisParibus,,,,
44476,participant_0024,teaching,question,2025-02-20 12:23:02.509442,5,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44478,participant_0024,teaching,question,2025-02-20 12:23:05.609748,5,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44495,participant_0024,teaching,question,2025-02-20 12:23:21.966934,6,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44499,participant_0024,teaching,question,2025-02-20 12:23:24.270901,6,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44505,participant_0024,teaching,question,2025-02-20 12:23:28.353944,6,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44541,participant_0024,teaching,question,2025-02-20 12:24:02.334891,8,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44545,participant_0024,teaching,question,2025-02-20 12:24:04.985589,8,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44565,participant_0024,teaching,question,2025-02-20 12:24:19.553255,9,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44506,participant_0024,teaching,question,2025-02-20 12:23:28.355787,6,How are the values of <b>Occupation</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44523,participant_0024,teaching,question,2025-02-20 12:23:44.919671,7,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
44525,participant_0024,teaching,question,2025-02-20 12:23:45.726593,7,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44527,participant_0024,teaching,question,2025-02-20 12:23:47.279269,7,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
44538,participant_0024,teaching,question,2025-02-20 12:24:00.391784,8,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44546,participant_0024,teaching,question,2025-02-20 12:24:04.986750,8,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44560,participant_0024,teaching,question,2025-02-20 12:24:16.359263,9,Which attributes have the <b>smallest</b> impact on the model’s prediction <b>for this person</b>?,least3Features,,,,
44566,participant_0024,teaching,question,2025-02-20 12:24:19.554492,9,How are the values of <b>Weekly Working Hours</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44587,participant_0024,teaching,question,2025-02-20 12:24:34.642988,10,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44590,participant_0024,teaching,question,2025-02-20 12:24:36.368885,10,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44595,participant_0024,teaching,question,2025-02-20 12:24:39.041630,10,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
44586,participant_0024,teaching,question,2025-02-20 12:24:34.640829,10,Does the <b>prediction of the current person change</b> if only <b>Occupation</b> was different?,ceterisParibus,,,,
44591,participant_0024,teaching,question,2025-02-20 12:24:36.369831,10,How are the values of <b>Investment Outcome</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
44596,participant_0024,teaching,question,2025-02-20 12:24:39.043043,10,How are the different values of <b>Occupation</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
45152,participant_0113,teaching,question,2025-02-20 12:32:20.754687,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
45157,participant_0113,teaching,question,2025-02-20 12:32:24.018476,1,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
45167,participant_0113,teaching,question,2025-02-20 12:32:28.213397,1,Why are all these attributes considered?,followupWhyAreTheseFeaturesConsidered,,,,
45171,participant_0113,teaching,question,2025-02-20 12:32:30.070708,1,Why are all these attributes considered?,followupWhyAreTheseFeaturesConsidered,,,,
45173,participant_0113,teaching,question,2025-02-20 12:32:32.240675,1,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
45209,participant_0113,teaching,question,2025-02-20 12:32:52.712714,3,Which attributes have the <b>biggest</b> impact on the model’s prediction <b>for this person</b>?,top3Features,,,,
45215,participant_0113,teaching,question,2025-02-20 12:32:54.787584,3,Why are these the most important attributes?,followupWhyThisFeatureImportant,,,,
45153,participant_0113,teaching,question,2025-02-20 12:32:20.756692,1,Does the <b>prediction of the current person change</b> if only <b>Education Level</b> was different?,ceterisParibus,,,,
45156,participant_0113,teaching,question,2025-02-20 12:32:24.016482,1,How are the values of <b>Marital Status</b> <b>on average</b> associated with the model’s prediction?,globalPdp,,,,
45174,participant_0113,teaching,question,2025-02-20 12:32:32.242557,1,How are the different values of <b>Education Level</b> <b>distributed</b> in the dataset?,featureStatistics,,,,
45192,participant_0113,teaching,question,2025-02-20 12:32:43.695983,2,How <b>confident</b> is the model in the prediction <b>for this person</b>?,modelConfidence,,,,
45250,participant_0113,teaching,question,2025-02-20 12:33:14.257231,4,"To <b>change the model’s prediction</b>, which attributes would need to be different?",counterfactualAnyChange,,,,
