id,user_id,source,action,created_at,datapoint_count,question,question_id
5960,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:20.995416,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
6058,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:38.993771,3," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
6130,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:50.718910,3," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6131,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:50.720408,3," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6147,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:53.531642,3," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6060,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:39.044471,3," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
6032,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:34.840931,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
6156,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:55.198219,3," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
6078,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:43.811755,3," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
6086,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:45.703859,3," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
6118,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:48.940613,3," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
6157,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:55.199627,3," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
6055,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:38.054453,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
6087,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:45.703951,3," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
6111,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:48.119177,3," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
6119,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:48.943317,3," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
6127,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:49.914051,3," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
6151,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:52:53.913451,3," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
8004,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:59:58.118220,7, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
6767,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:46.863548,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6640,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:23.448314,4, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
6693,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:33.114122,4," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
6768,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:46.865856,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6711,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:37.281984,4," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
6695,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:33.147615,4," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
6783,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:50.238970,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6878,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:55:11.553925,4, What is the <b>strength</b> of each attribute for the current model prediction? ,24
6905,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:55:17.391090,4," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
6828,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:55:00.390389,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6814,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:54:58.130499,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
6838,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:55:01.913714,4," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
7081,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:55:58.272658,5, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
7117,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:06.179379,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
6839,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:55:01.915109,4," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
7111,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:03.748541,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
7112,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:03.750320,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
7187,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:20.608441,5," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
7214,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:27.846886,5," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
7242,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:32.747702,5," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
7145,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:12.844791,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8019,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:02.866647,7," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8050,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:12.585661,7," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8044,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:07.788853,7," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
8084,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:20.160661,7," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
7146,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:13.749185,5," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
7188,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:20.609922,5," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
7213,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:27.846787,5," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
7227,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:30.226348,5," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
7241,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:32.746051,5," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
7251,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:35.474791,5," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
8018,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:02.865120,7," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
7183,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:20.006908,5," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
7197,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:23.668277,5," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
7260,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:36.521879,5," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8047,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:10.114187,7," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
7139,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:09.747771,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
7147,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:13.835359,5," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
7259,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:56:36.517732,5," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
7378,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:57:08.432222,5, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
7510,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:57:46.760801,5, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
7644,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:58:23.647417,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8030,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:05.196372,7," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8043,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:07.786865,7," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
8097,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:21.900639,7," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
7750,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:58:52.279072,6, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
8067,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:17.535408,7," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
8116,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:25.106550,7," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
7641,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:58:22.585553,5," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8051,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:12.639532,7," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8066,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:17.534589,7," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
7643,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 09:58:23.638126,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8096,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:21.898745,7," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
8117,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:25.110150,7," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
8064,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:16.678165,7," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8104,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:22.740567,7," What happens if the <b>value</b> of Work Life Balance <b>is changed</b>, keeping all the other attributes the same?",25
8233,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:53.748779,8," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8234,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:53.750351,8," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8252,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:57.892837,8," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8255,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:59.173426,8," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
8256,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:00:59.175057,8," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
8345,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:01:24.212439,9," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8346,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:01:24.213721,9," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
8381,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:01:37.955996,10," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
8382,a70b3056-310b-4bdf-9f47-303f94cb0d33,teaching,question,2024-04-11 10:01:37.957435,10," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
2939,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:42:16.533139,4," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
2887,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:41:57.917330,4," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
2940,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:42:16.540234,4," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
2896,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:41:59.982110,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
2897,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:41:59.989250,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
2926,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:42:14.464770,4," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
2039,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:34:16.449899,1, Which attributes have the <b>smallest</b> impact on the model’s prediction for the current person?,27
2017,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:33:47.638299,1, Which attributes have the <b>biggest</b> impact on the model’s prediction for the current person?,23
2066,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:34:41.325381,1, What is the <b>strength</b> of each attribute for the current model prediction? ,24
2108,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:35:13.632461,1," To <b>switch the model’s prediction</b>, which attributes would need to be different?",7
2133,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:35:29.631442,1,Which group of attributes <b>most definitely predicts the current outcome</b> independently of the other attributes?,11
2292,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:37:36.090094,2," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
2295,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:37:36.325965,2," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
2334,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:37:55.900616,2," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
2337,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:37:57.576716,2," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
2394,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:38:32.514734,2," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
2411,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:38:38.721520,2," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
2338,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:37:57.578089,2," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
2410,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:38:38.714149,2," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
2584,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:40:00.259915,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
2543,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:39:38.643343,3," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
2568,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:39:51.028393,3," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
2582,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:39:58.567413,3," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
2585,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:40:00.262656,3," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
2544,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:39:38.645413,3," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
2565,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:39:49.486506,3," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
2569,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:39:51.035774,3," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
2867,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:41:49.605877,4," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
2868,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:41:49.683906,4," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5254,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:50:15.734607,7," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3303,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:00.507322,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3389,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:21.725071,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3396,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:23.318154,5," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
3436,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:36.403330,5," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3397,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:23.320973,5," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
3437,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:36.578378,5," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3305,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:00.675244,5," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3432,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:35.165366,5," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
3464,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:39.667687,5," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3491,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:45.854637,5," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
3535,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:53.925321,5," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
3571,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:45:02.079839,5," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3593,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:45:05.615872,5," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3492,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:45.856577,5," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
3572,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:45:02.081580,5," What happens if the <b>value</b> of Age <b>is changed</b>, keeping all the other attributes the same?",25
3557,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:59.067825,5," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
3506,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:49.176189,5," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
3534,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:44:53.924113,5," What happens if the <b>value</b> of Weekly Working Hours <b>is changed</b>, keeping all the other attributes the same?",25
5163,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:50:01.427403,7," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5195,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:50:05.930324,7," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
5142,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:49:57.351104,7," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5196,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:50:05.937688,7," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
5251,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:50:14.744546,7," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
5143,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:49:57.358284,7," What happens if the <b>value</b> of Investment Outcome <b>is changed</b>, keeping all the other attributes the same?",25
5257,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:50:15.896443,7," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3808,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:45:55.612633,6," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3809,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:45:55.614688,6," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3948,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:46:24.540737,6," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
4067,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:46:49.844551,6," What happens if the <b>value</b> of Marital Status <b>is changed</b>, keeping all the other attributes the same?",25
3866,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:46:04.014094,6," What happens if the <b>value</b> of Education Level <b>is changed</b>, keeping all the other attributes the same?",25
3983,e6e03c85-c9c9-4ee6-97c7-9004998451da,teaching,question,2024-04-11 09:46:33.945851,6," What happens if the <b>value</b> of Occupation <b>is changed</b>, keeping all the other attributes the same?",25
